Country Name,ISO,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Males,Females,Latitude,Longitude,Basic water access,Basic sanitation,GDP (Millions),Continent Code,Continent Name
Montenegro,MNE,22.2074,20.1944,18.4129,16.9045,15.6803,14.7640,14.1459,13.7562,13.5545,13.4779,13.4600,13.4526,13.3986,13.2618,13.0152,12.6473,12.1607,11.5779,10.9175,10.2066,9.4604,8.6967,7.9340,7.1869,6.4681,5.7863,5.1524,4.5707,4.0399,3.5587,3.1268,2.7565,2.4505,2.2177,2.0398,2.1474,1.9201,42.708678,19.37439,98.85691652,97.77177272,4778.582336,EU,Europe
Morocco,MAR,76.5084,73.3711,70.3747,67.5602,64.9385,62.4668,60.1174,57.8697,55.6302,53.4679,51.3179,49.2412,47.2380,45.3290,43.4816,41.6995,39.9865,38.3551,36.8223,35.3278,33.8504,32.4457,31.1043,29.7778,28.5106,27.2832,26.1014,24.9318,23.7906,22.7192,21.6887,20.7298,19.8628,19.0807,18.3423,20.241,16.3575,31.791702,-7.09262,90.40234468,87.25043077,112870.5917,AF,Africa
Mozambique,MOZ,172.2260,170.1651,168.0209,166.0418,163.8920,161.6760,159.4077,156.6932,153.2029,149.2254,144.4266,138.6270,132.0834,125.1494,118.4322,111.9814,105.9222,100.3349,95.3587,90.9660,87.0542,83.4860,78.6269,76.0138,72.9781,72.4333,68.8421,66.4162,64.7125,63.1767,61.5456,59.8372,57.9361,56.3716,54.7735,58.7805,50.6095,-18.665695,35.529562,63.36942563,37.20486798,14021.42111,AF,Africa
Myanmar,MMR,88.8223,87.3732,85.8599,84.3793,82.8332,81.2144,79.5672,77.8650,76.1536,74.4915,72.8172,71.1737,69.5747,68.0094,66.4820,64.9769,63.4594,61.9456,60.3811,58.7914,57.1503,55.4944,53.8115,56.3663,50.3272,48.6071,46.8063,45.1308,43.5137,42.0493,40.7205,39.4392,38.1756,36.9537,35.7549,39.5339,31.8148,21.913965,95.956223,83.71819191,73.63687714,76185.5861,AS,Asia
Namibia,NAM,57.2974,55.2563,53.3487,51.6412,50.0359,48.7009,47.6577,46.7920,46.3303,46.1997,46.3332,46.4341,46.4143,46.1784,45.6146,44.8946,44.1830,43.6317,43.4294,42.8165,39.8623,37.9300,37.0127,37.0222,37.5944,36.3274,36.8883,37.9309,36.3402,34.3118,33.3427,32.5588,31.7546,31.1559,30.7251,33.8221,27.5685,-22.95764,18.49041,84.27003628,35.25996865,10699.92668,AF,Africa
Nauru,NRU,55.5152,53.4038,51.5794,49.8335,48.1584,46.5093,44.8441,43.2790,41.7299,40.3143,38.9777,37.7242,36.4847,35.3908,34.3754,33.5029,32.7561,32.1582,31.7676,31.5126,31.4686,31.5701,31.7985,31.9611,31.9450,31.6653,31.2976,30.7361,30.0910,29.3947,28.6987,27.9570,27.2305,26.4257,25.7047,28.3972,22.8639,-0.522778,166.931503,100,65.596,118.2234301,OC,Oceania
Nepal,NPL,118.9238,114.7747,110.4830,106.1000,101.6257,97.1442,92.6937,88.4249,84.2768,80.3244,76.5509,72.9583,69.4697,66.1500,62.9573,59.8858,56.9921,54.2745,51.7240,49.3126,47.0069,44.8126,42.7218,40.7619,38.9179,37.1499,35.4592,33.8494,32.3287,30.9261,29.6829,28.5144,27.4499,26.4926,25.6187,27.7721,23.2864,28.394857,84.124008,90.07454179,76.61121355,33657.17556,AS,Asia
Netherlands,NLD,7.8764,7.6816,7.4687,7.2481,7.0256,6.7966,6.5562,6.3142,6.0784,5.8605,5.6714,5.5173,5.3955,5.2990,5.2155,5.1296,5.0269,4.9048,4.7640,4.6095,4.4451,4.2790,4.1183,3.9699,3.8390,3.7269,3.6357,3.5624,3.5058,3.4648,3.4390,3.4286,3.4295,3.4412,3.4546,3.776,3.119,52.132633,5.291266,100,97.68577085,912242.3351,EU,Europe
New Zealand,NZL,11.2922,10.9678,10.5887,10.1487,9.6651,9.1609,8.6696,8.2168,7.8212,7.4800,7.1790,6.9094,6.6674,6.4509,6.2589,6.0878,5.9381,5.8014,5.6742,5.5576,5.4560,5.3705,5.2973,5.2300,5.1612,5.0880,5.0053,4.9062,4.7959,4.6691,4.5263,4.3750,4.2249,4.0837,3.9425,4.2953,3.571,-40.900557,174.885971,100,100,212482.0136,OC,Oceania
Nicaragua,NIC,60.6356,58.4074,56.3631,54.4382,52.5608,50.6102,48.6262,46.5499,44.4636,42.3969,40.3538,38.3843,36.4832,35.8271,32.9222,31.3145,29.8358,28.4818,27.1965,26.0251,24.9124,23.8516,22.8799,21.9520,21.0776,20.2425,19.4604,18.7155,17.9891,17.3023,16.6240,15.9913,15.4065,14.8521,14.3141,15.989,12.5457,12.865416,-85.207229,81.7087538,73.02109747,12621.47626,NA,North america
Niger,NER,134.5206,135.5797,135.9034,135.4636,134.4403,132.7971,130.5247,127.5843,124.0008,119.8812,115.3480,110.9795,106.9661,103.4185,100.1554,96.9812,93.6965,90.1088,86.2599,82.3661,78.5190,74.8464,71.2989,68.0345,64.8960,61.9981,59.3622,57.1221,55.1609,53.5085,51.8740,50.4594,49.1182,47.8877,46.7214,50.7395,42.3765,17.607789,8.081666,46.91179747,14.75130566,13678.23401,AF,Africa
Nigeria,NGA,122.8574,123.3632,123.8625,124.2193,124.4059,124.3144,124.0408,123.6508,123.1408,122.4075,121.3393,119.8273,117.8789,115.5389,112.8466,109.9736,107.0293,104.0316,101.0446,98.1069,95.2190,92.5307,90.0780,87.9651,86.1120,84.5711,83.2557,82.1988,81.2352,80.4150,79.5167,78.5220,77.2790,75.7407,74.1603,80.5763,67.3498,9.081999,8.675277,77.60905338,42.72256141,432293.7763,AF,Africa
Niue,NIU,8.8229,9.3215,9.8299,10.4221,10.9896,11.5696,12.2244,12.9267,13.6671,14.4314,15.2396,16.1269,17.0418,18.0258,19.0109,20.0835,21.2026,22.3912,23.5067,24.5550,25.2558,25.6826,25.7034,25.5856,25.3347,24.9062,24.4798,23.9361,23.3865,22.8100,22.2247,21.6260,21.0118,20.3238,19.6897,21.8255,17.5084,-19.054445,-169.867233,97.01087618,95.54188034,24.938,OC,Oceania
Norway,NOR,8.2748,8.2987,8.2039,7.9522,7.5392,7.0138,6.4367,5.8678,5.3609,4.9466,4.6280,4.4052,4.2502,4.1355,4.0352,3.9329,3.8182,3.6910,3.5575,3.4182,3.2818,3.1514,3.0253,2.8972,2.7684,2.6460,2.5357,2.4374,2.3498,2.2748,2.2069,2.1453,2.0888,2.0348,1.9842,2.1727,1.7847,60.472024,8.468946,100,98.05107359,362008.9565,EU,Europe
Oman,OMN,49.5637,45.1214,41.1569,37.5814,34.3818,31.4924,28.8465,26.3722,24.1320,22.1403,20.3913,18.8565,17.4527,16.2172,15.1224,14.1223,13.2619,12.5253,11.9198,11.4300,11.0442,10.7400,10.5099,10.3341,10.1906,10.0620,9.9420,9.8248,9.7195,9.6483,9.6358,9.6753,9.7388,9.7975,9.8123,10.8033,8.7775,21.512583,55.923255,92.16802469,100,76331.51867,AS,Asia
Pakistan,PAK,115.9890,114.1327,112.2714,110.4146,108.5601,106.6676,104.7088,102.6791,100.5624,98.3442,96.0375,93.6492,91.2334,88.8094,86.4853,84.3648,82.4436,80.7196,79.1684,77.7708,76.4957,75.2754,74.0786,72.8391,71.5149,70.1292,68.6245,67.0552,65.4311,63.7700,62.1217,60.4769,58.8495,57.2443,55.6638,60.6191,50.5162,30.375321,69.345116,90.14896508,68.39731114,263686.5527,AS,Asia
Palau,PLW,29.2701,29.3072,29.4418,29.6148,29.7474,29.8942,29.8779,29.7159,29.3912,28.9326,28.3838,27.7553,27.1447,26.5135,25.9546,25.3450,24.8855,24.4096,23.9421,23.5524,23.1521,22.7343,22.2797,21.7545,21.2149,20.6657,20.0421,19.5012,18.9469,18.4294,17.8641,17.3634,16.8368,16.2928,15.7797,17.5685,13.974,7.51498,134.58252,100,100,268.3549,OC,Oceania
Panama,PAN,29.6882,28.7502,27.8457,27.0011,26.2348,25.5766,24.9899,24.4814,24.0753,23.7271,23.4387,23.1840,22.9301,22.6274,22.2778,21.8711,21.4127,20.9102,20.4137,19.9280,19.4471,18.9756,18.4731,17.9535,17.4747,17.0004,16.4992,15.9894,15.5333,15.0462,14.5507,14.1187,13.6719,13.1803,12.7802,14.1004,11.3805,8.537981,-80.782127,94.37254436,84.57385023,52938.1,NA,North america
Papua New Guinea,PNG,67.9686,66.7285,65.5448,64.4052,63.3310,62.2375,61.1569,60.1338,59.1456,58.2238,57.3811,56.5312,55.6758,54.8714,54.0599,53.2900,52.4769,51.6749,50.8523,50.0201,49.1761,48.2877,47.3710,46.4326,45.4999,44.5407,43.6254,42.6563,41.7191,40.7703,39.8526,38.8275,37.8488,36.9055,35.8500,38.9508,32.5742,-6.314993,143.95555,45.34401752,19.22383321,23591.52303,OC,Oceania
Paraguay,PRY,42.7118,41.3373,40.0155,38.7271,37.4614,36.2287,35.0516,33.9372,32.9122,31.9508,31.1116,30.3375,29.6481,28.9950,28.3974,27.8131,27.2313,26.6707,26.1001,25.5591,25.0208,24.4189,23.8044,23.1778,22.5692,21.9270,21.2892,20.6695,20.0558,19.5025,18.9151,18.3191,17.7595,17.2027,16.6333,18.2873,14.8903,-23.442503,-58.443832,100,92.7207854,35304.23823,SA,South america
Peru,PER,71.2633,68.1389,65.0396,62.1121,59.3869,56.7292,54.0757,51.3689,48.5755,45.7197,42.8277,39.9403,37.1277,34.4363,31.8518,29.5126,27.3756,25.4501,23.7207,22.1736,20.7716,19.4910,18.3354,17.2828,16.3247,15.4592,14.6760,13.9747,13.3355,12.7356,12.1655,11.6233,11.1325,10.6680,10.2553,11.2367,9.232,-9.189967,-75.015152,93.13936621,78.57670211,202014.3638,SA,South america
Philippines,PHL,48.9971,47.5615,45.8615,43.9715,41.9469,39.9344,38.0347,36.3480,34.8599,33.5648,32.4019,31.4145,30.5518,29.8089,29.1968,28.6786,28.2128,27.7794,27.3278,26.8923,26.4628,26.0626,25.6966,25.3809,25.0755,24.7956,24.5275,24.2605,23.9894,23.7214,23.4832,23.1300,22.7230,22.2062,21.6331,24.0545,19.1126,12.879721,121.774017,94.10903456,82.25604781,361489.3544,AS,Asia
Poland,POL,17.8097,17.1404,16.5447,16.0310,15.5865,15.1760,14.7654,14.3406,13.8897,13.3624,12.6126,11.5693,10.4202,9.4148,8.6453,8.0693,7.6383,7.3046,7.0220,6.7667,6.5295,6.3070,6.0676,5.7828,5.4515,5.1338,4.8752,4.6690,4.4886,4.3187,4.1663,4.0354,3.9266,3.8366,3.7627,4.0675,3.4428,51.919438,19.145136,100,100,594164.6909,EU,Europe
Portugal,PRT,16.5309,15.5152,14.5080,13.5091,12.5310,11.5543,10.5878,9.6614,8.8132,8.0726,7.4632,6.9912,6.6111,6.2606,5.9067,5.5227,5.1036,4.6779,4.2745,3.9188,3.6328,3.4328,3.2972,3.1968,3.1163,3.0542,3.0072,2.9761,2.9577,2.9544,2.9623,2.9812,3.0057,3.0306,3.0502,3.335,2.7506,39.399872,-8.224454,100,100,231255.5873,EU,Europe
Qatar,QAT,23.6849,22.5153,21.3281,20.1290,18.9389,17.7490,16.6414,15.6010,14.6777,13.8502,13.1460,12.5531,12.0418,11.5885,11.1560,10.7402,10.3416,9.9529,9.5886,9.2531,8.9446,8.6668,8.4183,8.1942,7.9968,7.8077,7.6144,7.4209,7.2072,6.9661,6.6955,6.4073,6.1110,5.8284,5.5682,5.9754,5.1356,25.354826,51.183884,100,100,146373.5889,AS,Asia
South Korea,KOR,20.5294,18.8152,17.1880,15.7260,14.4229,13.2421,12.1877,11.2401,10.3895,9.6109,8.9070,8.2714,7.7159,7.2263,6.8044,6.4370,6.1059,5.7849,5.4551,5.1137,4.7637,4.4263,4.1283,3.8816,3.6819,3.5241,3.3970,3.2853,3.1809,3.0850,2.9972,2.9184,2.8480,2.7859,2.7267,2.9493,2.4907,35.907757,127.766922,100,99.937,1630525.005,AS,Asia
Moldova,MDA,32.6170,31.0977,29.7442,28.6100,27.7971,27.4522,27.7126,28.4543,29.4344,30.4431,31.2201,31.4403,31.0018,29.8550,28.2034,26.0789,23.7448,21.5143,19.5482,17.9984,16.8263,16.0446,15.5397,15.1679,14.8889,14.6733,14.4403,14.1787,13.9334,13.6810,13.4251,13.1498,12.8946,12.6262,12.3536,13.7037,10.9392,47.411631,28.369885,90.57,78.729,11914.04091,EU,Europe
North Macedonia,MKD,44.6396,43.9284,43.0456,40.3507,35.9522,32.2518,30.8203,30.4102,28.7358,25.1909,21.6027,19.1701,17.6393,16.3921,15.1744,14.1365,13.4024,12.9435,12.6554,12.4578,12.2055,11.7616,11.1198,10.3101,9.4748,8.9026,8.8153,9.2179,10.0272,10.9916,11.3819,10.4900,8.7018,6.8446,5.3445,5.6501,5.0173,41.608635,21.745275,97.74281579,98.32787804,12266.94981,EU,Europe
Romania,ROU,24.5365,25.6638,26.8931,27.0753,25.7863,24.1632,23.1885,22.8165,22.6012,22.2890,21.9749,21.7400,21.3663,20.5039,19.1663,17.9608,17.3338,17.1250,16.9176,16.4147,15.5429,14.3008,12.9680,11.8697,11.1060,10.5397,10.0527,9.5483,8.9534,8.2766,7.6356,7.1129,6.6636,6.1950,5.6947,6.2501,5.11,45.943161,24.96676,100,87.06644493,248715.5514,EU,Europe
Russia,RUS,21.0833,20.4925,19.8510,19.2384,18.7297,18.4109,18.3458,18.4575,18.5916,18.6455,18.5791,18.3873,18.0782,17.6621,17.1459,16.4992,15.6998,14.7871,13.8002,12.8113,11.8628,10.9906,10.2362,9.6342,9.1951,8.8876,8.6668,8.4425,8.1055,7.6180,7.0459,6.4535,5.8859,5.3748,4.9307,5.3946,4.4445,61.52401,105.318756,96.99254807,89.3906766,1483497.785,EU,Europe
Rwanda,RWA,97.4193,94.6541,92.6002,91.1898,90.7402,91.8588,94.6492,98.8334,104.8514,120.2102,119.8680,115.1252,118.0449,119.2942,112.1296,106.1675,99.5599,91.8656,83.7518,75.3329,67.9785,61.6459,56.1680,51.4418,47.5306,43.8299,39.8056,37.0141,34.5172,32.5040,30.8817,29.5589,28.4386,27.3440,26.2901,28.9108,23.6167,-1.940278,29.873888,60.41450115,68.83344246,10333.99189,AF,Africa
Saint Kitts and Nevis,KNA,31.2233,29.6046,28.2126,27.0763,26.1464,25.4139,24.8422,24.3991,24.0274,23.6608,23.2573,22.7723,22.1814,21.4904,20.6892,19.8326,18.9272,18.0486,17.2480,16.5321,15.9583,15.5072,15.1578,14.9169,14.7489,14.6479,14.5690,14.5058,14.4540,14.3164,14.1259,13.8711,13.5478,13.2288,12.8757,14.149,11.5106,17.357822,-62.782998,95,95,927.4518519,NA,North america
Saint Lucia,LCA,20.3548,19.6989,19.1156,18.5962,18.1368,17.7218,17.3508,17.0203,16.7295,16.4723,16.2517,16.0642,15.9090,15.7841,15.6969,15.6475,15.6408,15.6701,15.7448,15.8457,15.9774,16.1352,16.3147,16.5312,16.7665,17.0224,17.2948,17.5938,17.9169,18.2498,18.6007,18.9741,19.3396,19.6920,20.0138,21.816,18.15,13.909444,-60.978893,96.88784457,83.36810833,1703.364241,NA,North america
Saint Vincent and the Grenadines,VCT,25.8867,23.9542,22.4172,21.2118,20.2953,19.6133,19.1385,18.8506,18.7053,18.6877,18.7691,18.8966,19.0265,19.1243,19.1651,19.1685,19.1192,19.0564,18.9852,18.9497,18.8942,18.8009,18.6631,18.4397,18.1246,17.7092,17.2480,16.7452,16.2227,15.7207,15.2227,14.7439,14.2780,13.8259,13.3855,14.5034,12.2012,12.984305,-61.287228,87,87.184,809.6814815,NA,North america
Samoa,WSM,29.5274,28.4447,27.4065,26.4810,25.6305,24.8363,24.0869,23.3323,22.5595,21.8081,21.0544,20.3377,19.6510,18.9780,18.3118,17.6829,17.1370,16.6825,16.3406,16.1228,15.9991,15.9364,15.9159,15.9003,16.8943,15.7851,15.6391,15.4371,15.1819,14.8666,14.4975,14.1177,13.7228,13.3184,12.9183,14.1436,11.6204,-13.759029,-172.104629,91.83772455,96.76586368,807.0272444,OC,Oceania
San Marino,SMR,18.4929,17.0915,15.7688,14.5458,13.3922,12.3496,11.3664,10.4610,9.6125,8.8380,8.1185,7.4689,6.8660,6.3181,5.8271,5.3627,4.9443,4.5588,4.2028,3.8824,3.5832,3.3110,3.0616,2.8312,2.6168,2.4153,2.2346,2.0884,1.9615,1.8586,1.7694,1.6859,1.6146,1.5526,1.4932,1.615,1.3617,43.94236,12.457777,100,100,1616.369646,EU,Europe
Sao Tome and Principe,STP,64.3051,65.4739,66.5336,67.4669,68.2175,68.7894,69.0983,69.1305,68.7622,67.9815,66.6912,64.9949,62.9043,60.5875,58.0799,55.4495,52.8053,50.1593,47.5010,45.0621,42.7578,40.5560,38.5151,36.6151,34.8842,33.2116,31.6602,30.2347,28.9484,27.8094,26.7519,25.8265,24.9992,24.2135,23.4843,26.0888,20.6943,0.18636,6.613081,78.22645516,47.62107761,472.9144699,AF,Africa
Saudi Arabia,SAU,50.2394,47.0669,43.9631,41.0055,38.1917,35.5533,33.1280,30.8901,28.8807,27.0235,25.3100,23.7238,22.3053,21.0050,19.7975,18.6998,17.6603,16.6840,15.7761,14.9224,14.0825,13.2565,12.4704,11.7053,10.9657,10.2509,9.5769,8.9287,8.3305,7.7631,7.2191,6.7250,6.3185,5.9701,5.6859,5.9871,5.3719,23.885942,45.079162,100,100,700117.8732,AS,Asia
Senegal,SEN,82.9031,79.9013,76.9892,74.4395,72.4194,71.0357,70.3019,70.0867,70.2711,70.6240,70.9882,71.2053,71.1004,70.5564,69.3967,67.5265,65.0742,62.2106,59.1571,56.1009,53.2410,50.6004,48.2345,46.1545,44.2872,42.6288,41.1267,39.7861,38.5792,37.4665,36.4012,35.3599,34.4489,33.5512,32.6960,36.2285,28.9524,14.497401,-14.452362,84.90523779,56.77646012,24910.90424,AF,Africa
Serbia,SRB,33.5561,32.1905,31.1826,29.6472,26.9733,24.0265,21.9532,20.9835,20.1941,18.8338,16.9704,15.0327,13.3189,12.0708,11.3858,11.0113,10.5807,9.9257,9.1442,8.3773,7.7318,7.2832,7.0456,6.9056,6.7685,6.6044,6.4155,6.2030,5.9701,5.7170,5.4650,5.2273,5.0098,4.8128,4.6287,5.0987,4.1396,44.016521,21.005859,95.29552932,97.89866471,52960.13408,EU,Europe
Seychelles,SYC,17.4470,16.5535,15.7849,15.1261,14.5440,14.0344,13.5655,13.1709,12.8331,12.5512,12.3397,12.1701,12.0357,11.9408,11.8831,11.8368,11.8206,11.8015,11.8012,11.8059,11.8335,11.8635,11.9150,11.9698,12.0446,12.1270,12.2309,12.3434,12.4657,12.6004,12.7012,12.7441,12.6616,12.4966,12.2617,13.2726,11.2165,-4.679574,55.491977,99,100,1124.9375,AF,Africa
Sierra Leone,SLE,159.3649,158.0790,157.0522,156.1444,155.1946,154.4499,153.6866,152.9164,152.0167,151.0070,149.6912,148.1194,146.2751,144.2026,141.9126,139.4876,136.8734,134.0918,131.1967,128.1987,125.0069,121.6481,118.1989,114.5291,110.8076,107.1527,103.5390,100.1761,97.0216,94.8733,94.1681,88.5746,85.9297,83.3519,80.9210,86.3194,75.1967,8.460555,-11.779889,63.76628562,16.50967615,3865.018883,AF,Africa
Singapore,SGP,8.7825,8.3229,7.8646,7.3499,6.7582,6.1400,5.5362,4.9914,4.5512,4.2173,3.9733,3.7851,3.6223,3.4442,3.2404,3.0265,2.8255,2.6455,2.4986,2.3878,2.3112,2.2656,2.2455,2.2405,2.2378,2.2357,2.2239,2.2059,2.1918,2.1828,2.1763,2.1683,2.1492,2.1106,2.0501,2.2149,1.8782,1.352083,103.819836,100,100,339998.4779,AS,Asia
Slovakia,SVK,15.7724,15.0668,14.3941,13.7667,13.1785,12.6236,12.0916,11.5758,11.0811,10.6019,10.1420,9.7021,9.2860,8.8955,8.5304,8.1911,7.8809,7.5924,7.3236,7.0659,6.8191,6.5820,6.3553,6.1424,5.9464,5.7664,5.6066,5.4612,5.3280,5.2063,5.0924,4.9839,4.8807,4.7820,4.6832,5.1333,4.2076,48.669026,19.699024,100,97.53262546,104574.1462,EU,Europe
Slovenia,SVN,12.2428,11.4859,10.7508,10.0479,9.3892,8.7689,8.1868,7.6415,7.1348,6.6629,6.2268,5.8308,5.4723,5.1437,4.8440,4.5698,4.3170,4.0839,3.8628,3.6551,3.4599,3.2719,3.0935,2.9247,2.7649,2.6162,2.4792,2.3491,2.2285,2.1186,2.0135,1.9147,1.8230,1.7382,1.6605,1.7878,1.5271,46.151241,14.995463,100,98.09979585,52880.4737,EU,Europe
Solomon Islands,SLB,35.1652,34.2473,33.4523,32.6868,31.9835,31.2646,30.5676,29.8314,29.0897,28.3841,27.7327,27.1450,26.6447,26.1847,25.7394,25.3490,25.0304,24.7672,24.5389,24.3179,24.0630,23.7525,23.3654,22.9205,22.4043,21.8404,21.2601,20.6715,20.0978,19.5556,18.9891,18.4388,17.8772,17.3214,16.8215,18.3566,15.1649,-9.64571,160.156194,67.30102554,34.75592548,1551.245526,OC,Oceania
Somalia,SOM,113.3855,112.5265,111.5185,110.4224,109.0843,107.3113,105.4361,104.1884,103.6928,103.5808,103.5796,103.5796,103.5796,103.5796,103.5796,103.5796,103.5796,103.5796,103.5796,103.5796,103.5488,103.2595,102.0693,100.2875,98.1042,95.5590,92.9669,90.3908,87.9231,85.3188,82.7740,80.4012,78.1634,75.9015,74.0321,79.389,67.9237,5.152149,46.199616,56.47697339,39.30661638,4917.607582,AF,Africa
South Africa,ZAF,53.5613,51.4076,49.3670,47.4803,45.8179,44.4520,43.4577,42.9318,42.8933,43.2217,43.8250,44.4499,44.8938,45.3470,46.0276,46.2680,46.5665,46.7147,47.2422,48.3314,48.2427,47.4523,45.0049,41.2328,36.4601,32.5263,30.5279,29.7664,29.2256,28.9708,28.5031,28.2415,28.1922,27.8313,27.5165,29.8106,25.0768,-30.559482,22.937506,93.88505744,78.47461071,301923.6393,AF,Africa
South Sudan,SSD,161.3856,158.8232,156.3361,153.6626,150.7535,147.9560,145.0398,141.8606,138.5224,134.7479,130.8102,126.9073,122.7275,118.2841,113.7628,108.8999,103.9527,99.1986,94.6538,90.1808,85.9872,82.0171,78.2661,74.8364,71.4600,68.3445,65.5677,63.6492,62.6729,62.3848,62.3711,62.3711,62.3711,62.3711,62.3711,67.2487,57.1665,6.877,31.307,40.95092717,15.84481734,11997.80076,AF,Africa
Spain,ESP,9.1626,8.7723,8.4213,8.0925,7.7651,7.4333,7.0842,6.7162,6.3317,5.9378,5.5587,5.2201,4.9346,4.7014,4.5156,4.3696,4.2506,4.1484,4.0475,3.9390,3.8179,3.6865,3.5507,3.4134,3.2803,3.1547,3.0415,2.9424,2.8601,2.7941,2.7448,2.7076,2.6777,2.6454,2.6034,2.8294,2.3663,40.463667,-3.74922,100,100,1281199.091,EU,Europe
Sri Lanka,LKA,25.1027,22.7188,20.7779,19.5032,18.9034,18.6800,18.5673,18.4086,18.1169,17.6529,17.0910,16.5025,15.9074,15.3209,14.7519,14.2153,13.7568,13.3609,12.9982,15.3615,12.1969,11.6637,11.1025,10.6385,10.3018,9.9814,9.5876,9.1088,8.5671,8.0071,7.4832,7.0387,6.6724,6.3516,6.0770,6.6217,5.491,7.873054,80.771797,92.22757937,93.65293491,80706.60023,AS,Asia
State of Palestine,PSE,45.3915,43.1326,41.0123,39.0375,37.2434,35.6071,34.1319,32.7897,31.5885,30.4534,29.4100,28.4200,27.4635,26.5807,25.7601,25.0213,24.3454,23.7085,23.1312,22.5542,22.0019,21.4696,20.9492,20.4766,20.0533,19.6772,19.3663,19.1021,18.8491,18.5870,18.2751,17.8868,17.4690,17.0516,16.6361,17.9871,15.2336,31.9522,35.2332,98,89,15561.3,AS,Asia
Sudan,SDN,86.8351,85.9598,85.0085,83.9217,82.7817,81.5961,80.3680,79.0846,77.7849,76.4171,74.9918,73.4795,71.8534,70.1727,68.3691,66.4678,64.6009,62.7017,60.8626,59.0920,57.4509,55.8868,54.4262,53.0696,51.8127,50.5999,49.4675,48.3821,47.2892,46.2307,45.2073,44.1822,43.1068,42.0208,40.9687,45.3796,36.2694,12.862807,30.217636,60.4486756,36.89208291,26110.82919,AF,Africa
Suriname,SUR,45.1110,43.7830,42.4341,41.1550,39.9131,38.6938,37.4890,36.2509,35.0612,33.8720,32.6695,31.5270,30.4368,29.3928,28.3748,27.4314,26.5203,25.6575,24.8848,24.1317,23.4680,22.8101,22.1902,21.6076,21.0402,20.5317,20.0091,19.4984,19.0076,18.5334,18.0492,17.5508,17.0215,16.5582,16.0799,17.9497,14.0578,3.919305,-56.027783,97.98963167,89.95421143,3807.922874,SA,South america
Sweden,SWE,6.4164,6.3341,6.2528,6.1693,6.0575,5.8684,5.5632,5.1738,4.7587,4.3642,4.0299,3.7825,3.6140,3.5063,3.4415,3.3971,3.3527,3.2919,3.2030,3.0857,2.9575,2.8339,2.7229,2.6293,2.5554,2.4993,2.4580,2.4252,2.3974,2.3695,2.3346,2.2871,2.2282,2.1574,2.0828,2.2589,1.8959,60.128161,18.643501,100,100,537609.8657,EU,Europe
Switzerland,CHE,7.2671,7.1642,7.0775,6.9780,6.8361,6.6366,6.3801,6.0786,5.7676,5.4776,5.2300,5.0385,4.9021,4.8091,4.7438,4.6880,4.6276,4.5541,4.4695,4.3809,4.2879,4.1992,4.1176,4.0450,3.9815,3.9288,3.8910,3.8636,3.8404,3.8141,3.7839,3.7438,3.6950,3.6378,3.5661,3.8597,3.257,46.818188,8.227512,100,100,747968.6362,EU,Europe
Syrian Arab Republic,SYR,36.2404,34.7454,33.3949,32.1764,31.0195,29.9454,28.8672,27.7682,26.6283,25.4898,24.3568,23.2663,22.2464,21.2767,20.3832,19.5962,18.8901,18.2512,17.7284,17.2787,16.9173,16.6400,16.4358,16.2933,16.2322,16.2420,16.3762,16.9528,17.3651,17.7130,17.7621,17.9734,18.0710,17.9978,17.9226,19.6304,16.0942,34.802075,38.996815,93.92585718,89.69347966,40405.00601,AS,Asia
Tajikistan,TJK,92.6185,89.1424,85.4995,82.5345,80.6967,80.5188,82.5210,85.7157,88.2214,88.6217,87.1207,84.3791,80.8144,76.6460,72.1837,67.6040,62.9902,58.5206,54.3168,50.5568,47.1269,44.2090,41.8017,39.8237,38.2891,37.0202,36.0046,35.1431,34.3780,33.6131,32.8564,32.0957,31.2727,30.4490,29.5955,33.1747,25.8371,38.861034,71.276093,81.85241502,96.76531446,8194.150302,AS,Asia
Thailand,THA,37.9760,36.3847,34.7860,33.2333,31.7060,30.2071,28.7648,27.3842,26.0676,24.8535,23.6915,22.5992,21.5612,20.5655,19.6134,18.7110,17.8303,17.0141,16.2302,15.4838,14.7859,14.1001,13.4470,12.8354,12.2489,11.6932,11.1545,10.6574,10.1805,9.7188,9.2747,8.8547,8.4481,8.0696,7.7209,8.5069,6.8971,15.870032,100.992541,100,98.71311912,501794.9619,AS,Asia
Timor-Leste,TLS,163.6116,156.4449,149.6687,143.1966,137.0604,131.3112,125.7811,120.5676,115.5540,110.6924,105.9956,101.4443,97.0812,92.8906,88.7432,84.7881,80.9591,77.0792,73.3019,69.5686,65.9151,62.4761,59.2246,56.3549,53.8970,51.6112,49.6556,47.8489,46.1351,44.6793,43.2409,41.8646,40.4939,39.1903,38.0720,41.4211,34.4854,-8.874217,125.727539,85.4956012,56.76669456,1821,AS,Asia
